ID,Question
E042,"次の文を読み、41、42 の問いに答えよ。
48 歳の女性。突然の頭痛のため救急車で搬入された。
現病歴　：　今夜 8 時、食事中に突然激しい頭痛と嘔吐をきたし、同居の夫が異変に
気付き救急車を要請した。
既往歴　：　健康診断で高血圧を指摘されていたが、そのままにしていた。
生活歴　：　夫と 2 人暮らし。喫煙は 20 歳から 10 本/日。飲酒は機会飲酒。
家族歴　：　特記すべきことはない。
現　症　：　意識はややぐったりしている。自発開眼はなく、呼びかけで開眼する。
痛み刺激でうなり声をあげるが、発語はない。痛み刺激で両上下肢は刺激部位を払
いのける動作を示す。身長 150 cm、体重 70 kg。体温 36.4 ℃。心拍数 120/分、
整。血圧 200/106 mmHg。呼吸数 18/分。SpO2 100 %（リザーバー付マスク 10 L/分　酸素投与下）。瞳孔径は右 5.0 mm、左 5.0 mm。対光反射は両側緩慢である。頸静
脈の怒張を認めない。甲状腺や頸部リンパ節は触知しない。心音と呼吸音とに異常
を認めない。腹部は平坦、軟で、肝・脾を触知しない。下腿に浮腫を認めない。
検査所見　：　簡易血糖測定器で血糖は 128 mg/dL であった。
42 まず行う検査はどれか。
ａ　脳波検査
ｂ　頭部単純 CT
ｃ　脳脊髄液検査
ｄ　頭部単純 MRI
ｅ　脳シングルフォトンエミッション CT〈SPECT〉"
E043,"次の文を読み、43、44 の問いに答えよ。
23 歳の女性。最近、普段と様子が違うことを心配した母親に伴われて精神科を受
診した。
現病歴　：　6 か月前から気分が沈み、自宅近くの内科診療所を受診し、抗うつ薬が
処方された。 1 か月前から遅くまで働いた後に友人と外出し、帰宅後は明け方まで
電話をするようになった。毎日出社していたが、取引先とトラブルを繰り返すよう
になった。抗うつ薬は処方されたとおりに服用していた。
既往歴　：　特記すべきことはない。
生活歴　：　両親と 3 人暮らし。大学卒業後、会社に就職している。喫煙歴はない。
飲酒は機会飲酒。
家族歴　：　特記すべきことはない。
現　症　：　意識は清明。多弁で気分が高揚している。身長 160 cm、体重 53 kg。体
温 36.2 ℃。脈拍 76/分、整。血圧 114/66 mmHg。呼吸数 15/分。SpO2 99 %（room
air）。神経診察で異常を認めない。
43 精神科受診時にこの患者にみられる症状はどれか。
ａ　幻　視
ｂ　離人症
ｃ　聴覚過敏
ｄ　抑うつ気分
ｅ　睡眠欲求の減少"
E044,"次の文を読み、43、44 の問いに答えよ。
23 歳の女性。最近、普段と様子が違うことを心配した母親に伴われて精神科を受
診した。
現病歴　：　6 か月前から気分が沈み、自宅近くの内科診療所を受診し、抗うつ薬が
処方された。 1 か月前から遅くまで働いた後に友人と外出し、帰宅後は明け方まで
電話をするようになった。毎日出社していたが、取引先とトラブルを繰り返すよう
になった。抗うつ薬は処方されたとおりに服用していた。
既往歴　：　特記すべきことはない。
生活歴　：　両親と 3 人暮らし。大学卒業後、会社に就職している。喫煙歴はない。
飲酒は機会飲酒。
家族歴　：　特記すべきことはない。
現　症　：　意識は清明。多弁で気分が高揚している。身長 160 cm、体重 53 kg。体
温 36.2 ℃。脈拍 76/分、整。血圧 114/66 mmHg。呼吸数 15/分。SpO2 99 %（room
air）。神経診察で異常を認めない。
44 この患者への説明で正しいのはどれか。
ａ　「転職を考えてみましょう」
ｂ　「薬を変える必要があると思います」
ｃ　「精神疾患とは考えないでよいでしょう」
ｄ　「このまましばらく様子をみてみましょう」
ｅ　「元気なうちにやり残した仕事をしてしまいましょう」"
E045,"次の文を読み、45、46 の問いに答えよ。
68 歳の男性。歩行困難を主訴に来院した。 2 年前から歩き方が酔っ払っているよ
うだと家族に指摘されている。同時期から歩行時にふらついてしまうため、足を広げ
て歩くようになった。暗いところと明るいところで歩行のふらつきに違いはない。椅
子からの起き上がりは可能だが、 6 か月前に起立時にふらついて転びそうになったこ
とがある。階段を昇ることはできるが、階段を降りる際には手すりを使うようになっ
た。書字動作がしにくくなり、線をまっすぐ引けなくなった。箸は握れて茶碗も持て
るが、目的の場所に上手く箸を運べなくなった。徐々に話し方が酔っ払った様に不明
瞭になった。歩行困難が進行し、 2 か月前に方向転換の際に転倒した。四肢のしびれ
及び感覚の鈍さは自覚していない。徐々に症状が増悪するため受診した。
既往歴　：　特記すべきことはない。
生活歴　：　喫煙歴と飲酒歴はない。
家族歴　：　特記すべきことはない。
現　症　：　意識は清明。身長 168 cm、体重 60 kg。体温 36.1 ℃。脈拍 64/分、整。
血圧 128/68 mmHg。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝・
脾を触知しない。
検査所見　：　尿 所 見：蛋 白（－）、糖（－）。血 液 所 見：赤 血 球 510 万、Hb 14.2
g/dL、白血球 8,300、血小板 20 万。血液生化学所見：総蛋白 7.8 g/dL、総ビリル
ビン 0.8 mg/dL、AST 26 U/L、ALT 20 U/L、LD 180 U/L（基準 124～222）、γ-GT
45 U/L（基準 13～64）、CK 70 U/L（基準 59～248）、尿素窒素 19 mg/dL、クレアチ
ニン 0.8 mg/dL、血糖 92 mg/dL、HbA1c 5.0 %（基準 4.9～6.0）、総コレステロー
ル 152 mg/dL、トリグリセリド 50 mg/dL、Na 140 mEq/L、K 4.0 mEq/L。心電
図で異常を認めない。胸部、腹部および頸椎エックス線写真で異常を認めない。
45 この患者にみられるのはどれか。
ａ　痙　縮
ｂ　失　行
ｃ　運動失調
ｄ　運動麻痺
ｅ　不随意運動"
E046,"次の文を読み、45、46 の問いに答えよ。 68 歳の男性。歩行困難を主訴に来院した。 2 年前から歩き方が酔っ払っているよ うだと家族に指摘されている。同時期から歩行時にふらついてしまうため、足を広げ て歩くようになった。暗いところと明るいところで歩行のふらつきに違いはない。椅 子からの起き上がりは可能だが、 6 か月前に起立時にふらついて転びそうになったこ とがある。階段を昇ることはできるが、階段を降りる際には手すりを使うようになっ た。書字動作がしにくくなり、線をまっすぐ引けなくなった。箸は握れて茶碗も持て るが、目的の場所に上手く箸を運べなくなった。徐々に話し方が酔っ払った様に不明 瞭になった。歩行困難が進行し、 2 か月前に方向転換の際に転倒した。四肢のしびれ 及び感覚の鈍さは自覚していない。徐々に症状が増悪するため受診した。 既往歴 ： 特記すべきことはない。 生活歴 ： 喫煙歴と飲酒歴はない。 家族歴 ： 特記すべきことはない。 現 症 ： 意識は清明。身長 168 cm、体重 60 kg。体温 36.1 ℃。脈拍 64/分、整。 血圧 128/68 mmHg。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝・ 脾を触知しない。 検査所見 ： 尿 所 見：蛋 白（－）、糖（－）。血 液 所 見：赤 血 球 510 万、Hb 14.2 g/dL、白血球 8,300、血小板 20 万。血液生化学所見：総蛋白 7.8 g/dL、総ビリル ビン 0.8 mg/dL、AST 26 U/L、ALT 20 U/L、LD 180 U/L（基準 124～222）、γ-GT 45 U/L（基準 13～64）、CK 70 U/L（基準 59～248）、尿素窒素 19 mg/dL、クレアチ ニン 0.8 mg/dL、血糖 92 mg/dL、HbA1c 5.0 %（基準 4.9～6.0）、総コレステロー ル 152 mg/dL、トリグリセリド 50 mg/dL、Na 140 mEq/L、K 4.0 mEq/L。心電 図で異常を認めない。胸部、腹部および頸椎エックス線写真で異常を認めない。
46 この患者の神経診察でみられるのはどれか。
ａ　Gowers 徴候陽性
ｂ　Romberg 徴候陽性
ｃ　Chaddock 反射陽性
ｄ　鼻指鼻試験拙劣
ｅ　固定姿勢保持困難〈asterixis〉"
E047,"次の文を読み、47、48 の問いに答えよ。
19 歳の女性。呼吸困難を主訴に来院した。
現病歴　：　1 週間前から上気道炎症状があった。 3 日前から喘鳴を伴う呼吸困難が
出現したため救急外来を受診した。
既往歴　：　小児期に気管支喘息。
生活歴　：　喫煙歴はない。ペット飼育歴はない。常用薬はない。
家族歴　：　母親と弟は気管支喘息。
現　症　：　意識は清明。身長 162 cm、体重 56 kg。体温 36.2 ℃。脈拍 92/分、整。
血圧 100/80 mmHg。呼吸数 24/分。SpO2 96 %（room air）。頸静脈の怒張を認めな
い。心音に異常を認めない。呼吸音は両側全肺野で呼気時に wheezes を聴取する。
下腿浮腫は認めない。
検査所見　：　血液所見：赤血球 468 万、Hb 13.9 g/dL、Ht 42 %、白血球 8,300（好
中球 55 %、好酸球 16 %、単球 6 %、リンパ球 23 %）、血小板 22 万。血液生化学所
見：総 ビ リ ル ビ ン 0.8 mg/dL、AST 20 U/L、ALT 16 U/L、LD 180 U/L（基 準
124～222）、尿素窒素 14 mg/dL、クレアチニン 0.8 mg/dL、Na 138 mEq/L、K
4.0 mEq/L、Cl 98 mEq/L。胸部エックス線写真で異常を認めない。
47 この患者の呼吸困難で正しいのはどれか。
ａ　座位で悪化する。
ｂ　食後に悪化する。
ｃ　夕方に悪化する。
ｄ　左側臥位で悪化する。
ｅ　夜中から明け方に悪化する。"
E048,"次の文を読み、47、48 の問いに答えよ。
19 歳の女性。呼吸困難を主訴に来院した。
現病歴　：　1 週間前から上気道炎症状があった。 3 日前から喘鳴を伴う呼吸困難が
出現したため救急外来を受診した。
既往歴　：　小児期に気管支喘息。
生活歴　：　喫煙歴はない。ペット飼育歴はない。常用薬はない。
家族歴　：　母親と弟は気管支喘息。
現　症　：　意識は清明。身長 162 cm、体重 56 kg。体温 36.2 ℃。脈拍 92/分、整。
血圧 100/80 mmHg。呼吸数 24/分。SpO2 96 %（room air）。頸静脈の怒張を認めな
い。心音に異常を認めない。呼吸音は両側全肺野で呼気時に wheezes を聴取する。
下腿浮腫は認めない。
検査所見　：　血液所見：赤血球 468 万、Hb 13.9 g/dL、Ht 42 %、白血球 8,300（好
中球 55 %、好酸球 16 %、単球 6 %、リンパ球 23 %）、血小板 22 万。血液生化学所
見：総 ビ リ ル ビ ン 0.8 mg/dL、AST 20 U/L、ALT 16 U/L、LD 180 U/L（基 準
124～222）、尿素窒素 14 mg/dL、クレアチニン 0.8 mg/dL、Na 138 mEq/L、K
4.0 mEq/L、Cl 98 mEq/L。胸部エックス線写真で異常を認めない。救急外来で治療を行い、症状が安定したため帰宅となった。
翌日の外来受診時に処方すべき薬剤はどれか。
ａ　利尿薬
ｂ　抗ヒスタミン薬
ｃ　マクロライド系抗菌薬
ｄ　吸入長時間作用性抗コリン薬
ｅ　吸入副腎皮質ステロイド/長時間作用性 β2 刺激薬配合剤"
E049,"次の文を読み、49、50 の問いに答えよ。
42 歳の男性。右足関節痛を主訴に来院した。
現病歴　：　昨夕から右足関節の違和感を自覚し、深夜に同部の痛みと腫れが出現し
た。今朝から急激に悪化し歩行困難となったため救急外来を受診した。 2 年前から
母趾の基部に仏痛を伴う腫脹が出現しては数日で寛解することを繰り返している。
既往歴　：　3 年前から高血圧症と糖尿病で自宅近くの診療所へ通院している。
生活歴　：　喫煙は 20 歳から 30 歳まで 20 本/日。飲酒はビール 500 mL/日。
家族歴　：　妹が関節リウマチ。
現　症　：　身長 160 cm、体重 76 kg。体温 37.2 ℃。脈拍 92/分、整。血圧 160/88
mmHg。呼吸数 16/分。頭頸部に異常を認めない。心音と呼吸音とに異常を認めな
い。腹部は平坦、軟で、肝・脾を触知しない。皮疹を認めない。右足関節は明らか
に腫脹し、著明な圧痛と熱感を認め、痛みのため動かせない。
検査所見　：　尿所見：蛋白（－）、糖 3 ＋、ケトン体 1 ＋、潜血（－）。血液所見：赤
血球 472 万、Hb 14.0 g/dL、Ht 43 %、白血球 12,300、血小板 21 万。血液生化学
所見：総蛋白 7.5 g/dL、アルブミン 3.9 g/dL、AST 48 U/L、ALT 62 U/L、LD
246 U/L（基準 124～222）、γ-GT 120 U/L（基準 13～64）、尿素窒素 12 mg/dL、ク
レアチニン 0.6 mg/dL、尿酸 7.9 mg/dL、血糖 328 mg/dL、HbA1c 9.2 %（基準
4.9～6.0）。CRP 10 mg/dL。右足関節の関節穿刺を実施したところ、関節液の外
観は黄色混濁を呈し Gram 染色では菌体を認めないが、白血球による針状結晶の貪
食像を認める。
49 診断はどれか。
ａ　痛　風
ｂ　偽痛風
ｃ　脊椎関節炎
ｄ　関節リウマチ
ｅ　変形性関節症"
E050,"次の文を読み、49、50 の問いに答えよ。
42 歳の男性。右足関節痛を主訴に来院した。
現病歴　：　昨夕から右足関節の違和感を自覚し、深夜に同部の痛みと腫れが出現し
た。今朝から急激に悪化し歩行困難となったため救急外来を受診した。 2 年前から
母趾の基部に仏痛を伴う腫脹が出現しては数日で寛解することを繰り返している。
既往歴　：　3 年前から高血圧症と糖尿病で自宅近くの診療所へ通院している。
生活歴　：　喫煙は 20 歳から 30 歳まで 20 本/日。飲酒はビール 500 mL/日。
家族歴　：　妹が関節リウマチ。
現　症　：　身長 160 cm、体重 76 kg。体温 37.2 ℃。脈拍 92/分、整。血圧 160/88
mmHg。呼吸数 16/分。頭頸部に異常を認めない。心音と呼吸音とに異常を認めな
い。腹部は平坦、軟で、肝・脾を触知しない。皮疹を認めない。右足関節は明らか
に腫脹し、著明な圧痛と熱感を認め、痛みのため動かせない。
検査所見　：　尿所見：蛋白（－）、糖 3 ＋、ケトン体 1 ＋、潜血（－）。血液所見：赤
血球 472 万、Hb 14.0 g/dL、Ht 43 %、白血球 12,300、血小板 21 万。血液生化学
所見：総蛋白 7.5 g/dL、アルブミン 3.9 g/dL、AST 48 U/L、ALT 62 U/L、LD
246 U/L（基準 124～222）、γ-GT 120 U/L（基準 13～64）、尿素窒素 12 mg/dL、ク
レアチニン 0.6 mg/dL、尿酸 7.9 mg/dL、血糖 328 mg/dL、HbA1c 9.2 %（基準
4.9～6.0）。CRP 10 mg/dL。右足関節の関節穿刺を実施したところ、関節液の外
観は黄色混濁を呈し Gram 染色では菌体を認めないが、白血球による針状結晶の貪
食像を認める。まず投与すべきなのはどれか。
ａ　NSAID
ｂ　麻薬性鎮痛薬
ｃ　尿酸合成阻害薬
ｄ　グルココルチコイド
ｅ　疾患修飾性抗リウマチ薬〈DMARD〉"
F001,"ユニバーサルデザインはどれか。
ａ　手話通訳
ｂ　電動車椅子
ｃ　点字ブロック
ｄ　障害者用駐車場
ｅ　駅のホームドア（転落防止柵）"
F002,"放射線の身体的影響で晩期反応〈障害〉はどれか。
ａ　脱　毛
ｂ　白内障
ｃ　運動失調
ｄ　けいれん
ｅ　皮膚紅斑"
F003,"骨盤外傷を疑う患者の診察で誤っているのはどれか。
ａ　血圧変化を確認する。
ｂ　下肢脚長差を確認する。
ｃ　骨盤周辺の打撲痕を確認する。
ｄ　外尿道口からの出血を確認する。
ｅ　背部の外傷は側臥位にして確認する。"
F004,"医療計画の記載事項に含まれないのはどれか。
ａ　救急医療
ｂ　精神疾患
ｃ　労働災害
ｄ　地域医療構想
ｅ　医療従事者の確保"
F005,"健やか親子 21（第 2 次）の指標でないのはどれか。
ａ　十代の飲酒率
ｂ　妊婦の喫煙率
ｃ　低出生体重児の割合
ｄ　中高生の 1 日のゲームの使用時間
ｅ　積極的に育児をしている父親の割合"
F006,"疾患と治療薬の組合せで正しいのはどれか。
ａ　腎性貧血 グルココルチコイド
ｂ　赤芽球癆 シクロスポリン
ｃ　巨赤芽球性貧血 エリスロポエチン
ｄ　慢性炎症に伴う貧血 鉄　剤
ｅ　自己免疫性溶血性貧血 ガンマグロブリン"
F008,"ヘルスプロモーションを述べているのはどれか。
ａ　バンコク憲章
ｂ　リスボン宣言
ｃ　ジュネーブ宣言
ｄ　ヘルシンキ宣言
ｅ　アルマ・アタ宣言"
F009,"お薬手帳の役割で正しいのはどれか。
ａ　重複処方の防止
ｂ　薬剤医療費の適正化
ｃ　かかりつけ薬局の指定
ｄ　ジェネリック薬品の普及促進
ｅ　薬剤師の判断による処方内容の修正"
F010,"我が国で日本人の総人口が減少に転じた時期はどれか。
ａ　1980 年代
ｂ　1990 年代
ｃ　2000 年代
ｄ　2010 年代
ｅ　2020 年代"
F011,"母体に投与した薬剤と児への影響との組合せで正しいのはどれか。
ａ　アンジオテンシン変換酵素〈ACE〉阻害薬 羊水過多症
ｂ　吸入副腎皮質ステロイド 早　産
ｃ　ミソプロストール 脳出血
ｄ　インドメタシン 動脈管収縮
ｅ　ミノサイクリン 水腎症"
F012,"分娩経過が正常な経産婦の一般的な分娩第 2 期の所要時間はどれか。
ａ　60 分以下
ｂ　61～120 分
ｃ　121～180 分
ｄ　181～240 分
ｅ　241 分以上"
F013,"正常な心臓で分時心拍出量を増加させるのはどれか。
ａ　後負荷の減少
ｂ　心拍数の減少
ｃ　前負荷の減少
ｄ　冠血流量の減少
ｅ　甲状腺機能の低下"
F014,"生活保護で現物給付されるのはどれか。
ａ　医療扶助
ｂ　教育扶助
ｃ　住宅扶助
ｄ　生活扶助
ｅ　葬祭扶助"
F015,"作業環境管理はどれか。
ａ　安全な手順の教育
ｂ　暑熱作業の時間制限
ｃ　防塵マスク使用の徹底
ｄ　血中鉛高値者の保健指導
ｅ　有害物質使用工程の密閉化"
F016,"へき地医療支援機構が行う事業はどれか。
ａ　在宅医療の確保
ｂ　母子保健の実施
ｃ　代診医の派遣調整
ｄ　地域医療構想の策定
ｅ　地域包括ケアの推進"
F017,"著明な脾腫をきたすのはどれか。
ａ　多発性骨髄腫
ｂ　急性骨髄性白血病
ｃ　慢性骨髄性白血病
ｄ　急性リンパ性白血病
ｅ　成人 T 細胞白血病・リンパ腫"
F019,"臨床病理検討会〈CPC〉で正しいのはどれか。
ａ　稀な疾患の治療法を相談する。
ｂ　入院中の診断困難症例を相談する。
ｃ　医療行為と医療事故の因果関係を評価する。
ｄ　術前検査の結果から手術の術式を検討する。
ｅ　臨床経過と病理解剖の所見を比較検討する。"
F020,"肝細胞癌に対するラジオ波焼灼術の施行時に用いられるのはどれか。
ａ　腹部 MRI
ｂ　腹部超音波
ｃ　超音波内視鏡
ｄ　腹部血管造影
ｅ　上部消化管内視鏡"
F021,"高齢者で増大するのはどれか。
ａ　骨　量
ｂ　脈　圧
ｃ　肺活量
ｄ　心拡張能
ｅ　糸球体濾過量"
F022,"抗凝固療法が必須でない人工臓器はどれか。
ａ　ECMO
ｂ　人工心肺装置
ｃ　人工弁（機械弁）
ｄ　植込み型ペースメーカ
ｅ　植込み型補助人工心臓"
F023,"2 群間の血圧の平均を比較するときに用いる統計解析手法はどれか。
ａ　t 検定
ｂ　χ2 検定
ｃ　生存分析
ｄ　比例ハザードモデル
ｅ　ロジスティック回帰"
F024,"離乳開始の目安となる乳児の発達で誤っているのはどれか。
ａ　5 秒以上座れる。
ｂ　食べ物に興味を示す。
ｃ　複数の臼歯が生える。
ｄ　首のすわりがしっかりしている。
ｅ　スプーンを口に入れても嫌がらない。"
F025,"知覚の障害でないのはどれか。
ａ　幻　嗅
ｂ　幻　視
ｃ　思考化声
ｄ　体感幻覚
ｅ　連合弛緩"
F026,"頸部を圧迫した際に閉塞しないのはどれか。
ａ　気　管
ｂ　外頸静脈
ｃ　総頸動脈
ｄ　内頸静脈
ｅ　腕頭動脈"
F027,"後期高齢者医療費の財源負担は、患者負担を除き、現役世代の支援金が約①割、
公費負担が約②割、保険料が約③割である。
①②③の組合せで正しいのはどれか。
ａ　① 2 ② 5 ③ 3
ｂ　① 4 ② 3 ③ 3
ｃ　① 4 ② 5 ③ 1
ｄ　① 5 ② 2 ③ 3
ｅ　① 5 ② 4 ③ 1"
F028,"持続可能な開発のための 2030 アジェンダ〈SDGs〉に含まれない項目はどれか。
ａ　貧困撲滅
ｂ　格差の是正
ｃ　遠隔医療の推進
ｄ　ジェンダー平等
ｅ　気候変動への対応"
F029,"インスリンの作用で誤っているのはどれか。
ａ　肝臓での糖新生抑制
ｂ　肝臓でのグリコーゲン合成促進
ｃ　脂肪細胞での中性脂肪分解促進
ｄ　骨格筋でのアミノ酸取り込み促進
ｅ　骨格筋でのグルコース取り込み促進"
F030,"特定保健指導で正しいのはどれか。
ａ　事業主が実施する。
ｂ　20 歳以上を対象とする。
ｃ　健康増進法で規定されている。
ｄ　リスクファクターの数に応じて対象者を抽出する。
ｅ　ポピュレーションストラテジーに基づいて対策する。"
F037,"4 歳の女児。喘鳴を主訴に母親に連れられて来院した。夕方から咳嗽と軽い喘鳴
とが出現し、夕食は少量のみ摂取した。就寝前から咳嗽および喘鳴が増悪し、眠る
ことができなかった。これまで同様のエピソードを繰り返しているが、今回が最も
苦しいという。意識は清明。身長 100 cm、体重 18 kg。体温 36.4 ℃。脈拍 140/分、
整。血圧 84/56 mmHg。呼吸数 48/分。SpO2 93 %（room air） 。活気不良。顔色不
良。口唇チアノーゼは認めない。心音に異常を認めない。胸部聴診上、両側に
wheezes を聴取する。腹部は平坦、軟。胸骨上窩と肋間腔とに陥没呼吸を認める。
途切れるが会話は可能であった。胸部エックス線写真では肺の過膨張を認めた。
この患者でみられるのはどれか。
ａ　嗄　声
ｂ　呼気延長
ｃ　犬吠様咳嗽
ｄ　無呼吸発作
ｅ　レプリーゼ"
F038,"82 歳の女性。数日前からの呼吸困難を主訴に来院した。肺結核後遺症による慢
性呼吸不全で在宅酸素療法（鼻カニューラ 0.5 L/分）を受けており、 3 週間前の定
期受診時は SpO2 92 %（鼻カニューラ 0.5 L/分　酸素投与下）であった。発熱はなく
少 量 の 痰 が あ る。意 識 は 清 明。体 温 36.2 ℃。脈 拍 96/分、整。血 圧 130/88
mmHg。呼吸数 24/分。SpO2 86 %（鼻カニューラ 0.5 L/分　酸素投与下）。呼吸音
は両側で coarse crackles を聴取する。下腿浮腫を認める。動脈血ガス分析（鼻カ
ニ ュ ー ラ 0.5 L/分　酸 素 投 与 下）は pH 7.32、PaCO2 60 Torr、PaO2 55 Torr、
HCO3
－ 30 mEq/L であった。
次に行うべき治療はどれか。
ａ　気管挿管
ｂ　非侵襲的陽圧換気〈NPPV〉
ｃ　短時間作用性 β2 刺激薬吸入
ｄ　グルココルチコイド点滴静注
ｅ　リザーバー付マスク 10 L/分酸素投与"
F039,"生後 1 時間の男児。身長 50 cm、体重 2,200 g、頭囲 32 cm で出生した。
この児の在胎期間の推定に用いる身体所見で適切でないのはどれか。
ａ　乳　房
ｂ　皮　膚
ｃ　うぶ毛
ｄ　大泉門
ｅ　足底のしわ"
F041,"日齢 14 の女児。夕方からの発熱を主訴に両親に連れられて夜間救急外来を受診
した。活気は不良。完全母乳栄養で哺乳は減弱している。体温 38.8 ℃。脈拍
160/分。呼吸数 60/分。SpO2 98 %（room air）。心音と呼吸音とに異常を認めない。
腹部は平坦、軟で、肝・脾を触知しない。大泉門は開大し軽度膨隆している。
両親への説明で適切なのはどれか。
ａ　「明日まで経過をみましょう」
ｂ　「抗菌薬を内服させましょう」
ｃ　「入院して治療をしましょう」
ｄ　「腋窩部や鼠径部を冷却しましょう」
ｅ　「母乳栄養を人工栄養へ変更しましょう」"
F042,"2 か月の女児。定期診察のため母親に連れられて来院した。新生児期に心室中隔
欠損症と診断されている。活気はあるが、以前に比して体重の増加が鈍っていた。
身長 57.0 cm、体重 4,720 g。体温 36.7 ℃。脈拍 148/分、整。血圧 90/58 mmHg。
呼吸数 52/分。毛細血管再充満時間 1 秒。SpO2 98 %（room air）。季肋下に陥没呼
吸を認める。心音はⅡ音の亢進を認め、胸骨左縁下部に Levine 5/6 の汎収縮期雑
音、心尖部に Levine 2/6 の拡張期雑音を認める。胸部聴診上、両側に wheezes を
聴取する。右肋骨弓下に肝を 3 cm 触れる。心エコー検査で、径 8 mm の心室中隔
欠損孔を介する多量の左右短絡を認め、左心房と左心室は拡大している。左心室の
収縮は保たれている。収縮期に心室中隔の左室側への圧排を認める。心室中隔欠損
症による心不全徴候が明らかとなってきており、近日中に心室中隔欠損症の閉鎖手
術が必要と判断した。
この患児に対する適切な初期対応はどれか。
ａ　酸素吸入
ｂ　利尿薬の投与
ｃ　β 遮断薬の投与
ｄ　アドレナリンの投与
ｅ　肺血管拡張薬の投与"
F044,"38 歳の女性。めまいと頭痛を主訴に来院した。 2 か月前に部屋の内装を改修し
た。改装後から帰宅するとめまい及び頭痛を自覚するようになった。天気が快晴で
窓を開けていると症状は楽だが、雨の日は調子が悪い。
この症状の原因と考えられる化学物質はどれか。
ａ　オゾン
ｂ　エタノール
ｃ　二酸化窒素
ｄ　フロンガス
ｅ　ホルムアルデヒド"
F046,"48 歳の女性。定期受診で来院した。20 年前に糖尿病、 5 年前に糖尿病腎症を指
摘されて自宅近くの診療所に通院している。身長 154 cm、体重 52 kg。体重はこの
1 年間変化がない。脈拍 60/分、整。血圧 132/72 mmHg。心音と呼吸音とに異常
を認めない。両下腿に軽度の圧痕性浮腫を認める。両側のアキレス腱反射は消失し
ている。尿所見：蛋白 3 ＋、糖 1 ＋、潜血（－）。血液所見：赤血球 349 万、Hb
11.3 g/dL、Ht 36 %。血液生化学所見：総蛋白 5.3 g/dL、アルブミン 3.0 g/dL、
尿素窒素 47 mg/dL、クレアチニン 2.8 mg/dL、eGFR 15.3 mL/分/1.73 m2
、尿酸
6.0 mg/dL、 血 糖 97 mg/dL、 HbA1c 6.4 %（基 準 4.9～6.0）、 Na 132 mEq/L、
K 5.8 mEq/L、Cl 107 mEq/L。患者は 1 日 1.5 L の飲水を行っており、外来で行っ
た蓄尿検査で推定される塩分摂取量は 5.8 g/日、蛋白質摂取量は 30 g/日、カリウ
ム摂取量は 3,500 mg/日であった。
この患者の食事内容で制限すべきなのはどれか。
ａ　塩　分
ｂ　水　分
ｃ　蛋白質
ｄ　カリウム
ｅ　カロリー"
F047,"日齢 3 の男児。頭部の腫瘤を主訴に新生児搬送された。在胎 39 週、3,120 g で
頭位自然分娩で出生した。仮死はなかった。出生直後から頭部の腫瘤を認めてい
た。腫瘤が増大し、黄疸と貧血とが出現して次第に増悪したため転院した。意識は
清明。身長 51.0 cm、体重 3,080 g。体温 37.0 ℃。心拍数 140/分、整。血圧 86/56
mmHg。呼吸数 32/分。SpO2 98 %（room air）。活気不良。顔色不良。両側の頭頂
側頭部に径 5 cm の軟らかい腫瘤を触知する。大泉門の膨隆を認めない。眼瞼結膜
に貧血を認める。眼球結膜に軽度の黄染を認める。心音と呼吸音とに異常を認めな
い。腹部は平坦、軟で、肝・脾を触知しない。血液所見：赤血球 233 万、Hb 8.2
g/dL、Ht 23 %、白血球 14,400、血小板 28 万、出血時間正常、PT-INR 1.0（基準
0.9～1.1）、APTT 90 秒（基準対照 32.2 秒）、フィブリノゲン 322 mg/dL（基準
130～380）。血液生化学所見：総ビリルビン 16.2 mg/dL、直接ビリルビン 0.1
mg/dL、AST 45 U/L、ALT 12 U/L、LD 430 U/L（基準 198～404）。児は第 2 子で
あり、 3 歳の姉がいる。両親は血族婚ではない。両親にはそれぞれ弟が 1 名いる。
この患者と同じ疾患を持つ可能性が最も高いのはだれか。
ａ　父
ｂ　母
ｃ　姉
ｄ　父の弟
ｅ　母の弟"
F050,"42 歳の男性。自殺目的で市販の睡眠薬を過量服薬し精神科病棟のない救急病院
に搬入された。救急処置を終えた後、精神科にコンサルテーションしたところうつ
病と診断された。 1 か月前から職場には不満などないにもかかわらず休むようにな
り、市販の睡眠薬を服用していた。入院数日以内に希死念慮が消失したため、近隣
の精神科診療所に通うことになった。本人、家族から今後の復職のためのリハビリ
テーションや精神症状が悪化した時の救急受診先の情報などについて相談された。
相談先として案内するもので適切なのはどれか。
ａ　グループホーム
ｂ　労働基準監督署
ｃ　就労移行支援事業所
ｄ　知的障害者更生施設
ｅ　精神保健福祉センター"
