ID,Question
90,"80 歳の男性。約 2 年前からもの忘れが進行しているため、妻とともに来院した。
 
 現病歴：
 1 年前ごろから、「夕方になると自宅の玄関先に見知らぬ人が立っているが、声をかけても返事がない」と訴えるようになった。家族によると、そのような来客は実際にはいないという。患者本人に自分のもの忘れに対する不安はあるが、気分の落ち込みはなく、趣味である囲碁は引き続き楽しんでいる。睡眠障害は認めず、家族からは睡眠中の異常行動は報告されていない。
 
 既往歴：
 60 歳時に高血圧と診断され内服治療を継続中。手術歴なし。
 
 生活歴：
 飲酒は機会飲酒。喫煙歴なし。妻と二人暮らし。子どもは 2 人いるが、いずれも遠方で別居。
 
 家族歴：
 特記すべき遺伝性疾患なし。
 
 現 症：
 意識は清明で会話が可能。身長 165 cm、体重 60 kg。体温 36.4 ℃、脈拍 80/分（整）、血圧 138/82 mmHg、呼吸数 14/分。心音および呼吸音に異常なし。腹部は平坦・軟。歩行時の前傾姿勢とやや小刻み歩行がみられ、両上肢に軽度の歯車様筋強剛が認められる。
 
 検査所見：
 血液所見に特記すべき異常はない。頭部 MRI では大脳皮質の軽度の萎縮を認める。
 
 もの忘れの進行がみられ、今後の対応についてアドバンス・ケア・プランニング（ACP）の検討を始めることになった。
 
 誤っているのはどれか。
 
 ａ 多職種が連携して行う。
 ｂ 本人の希望を丁寧に確認する。
 ｃ 話し合った内容は記録に残す。
 ｄ 患者が安心できる場で話し合う。
 ｅ 家族の意向があれば常に本人の意思に優先する。"
91,81 歳の男性。最近の食欲不振と軽度の意識混濁を主訴として受診した。普段から高血圧症のため降圧薬を内服しているが、ワルファリンは使用していない。血液検査では PT-INR 3.2(基準 0.9～1.1)、APTT 56 秒(基準対照 32.0) と上昇がみられた。また、肝機能障害を示唆するデータも得られた。交差混合試験では、患者血漿に正常血漿を添加すると両凝固時間の延長は補正された。考えられる原因として最も適切なのはどれか。 1 つ選べ。\n\n- a ビタミン K 欠乏\n- b フォンウィルブランド病\n- c 第Ⅷ因子インヒビター\n- d 第Ⅸ因子欠乏症\n- e ガンマグロブリン増加症
92,"82 歳の男性。①乏尿を主訴に来院した。 3 日前から発熱と食思不振が続き、水分摂取量が著しく低下していた。今朝から尿量がさらに減少し受診した。 12 年前から高血圧症に対して降圧薬を内服中。身長 160 cm、体重 60 kg（ 1 週間前の体重 63 kg ）。脈拍 104 / 分、整。血圧 98 / 50 mmHg。皮膚と口腔内は乾燥している。胸部聴診で異常を認めず、下腿浮腫もない。尿所見：蛋白 1 ＋、潜血（－）、沈渣に赤血球 2 ～ 3 /HPF、白血球 1 ～ 2 /HPF、円柱はみられない。尿生化学所見：②尿 Na 12 mEq/L。血液所見：赤血球 310 万、③Hb 9.8 g/dL、Ht 30 %、白血球 9,000、血小板 34 万。血液生化学所見：尿素窒素 65 mg/dL、④クレアチニン 2.3 mg/dL（ 1 か月前は 0.9 mg/dL ）、Na 136 mEq/L、⑤K 5.2 mEq/L、Cl 100 mEq/L。 下線部のうち、急性腎障害の原因鑑別に最も有用なのはどれか。 a ) ① b ) ② c ) ③ d ) ④ e ) ⑤"
93,"82歳の男性。発熱と咳嗽を主訴に来院した。8日前から食欲不振があり、2日前から発熱が出現した。2年前に脳梗塞の既往があり、左片麻痺が残存している。食事を摂る際に時々むせを訴える。意識は清明。身長165cm、体重50kg。体温37.8℃。脈拍98/分、整。血圧120/70mmHg。呼吸数22/分。SpO2 94％（room air）。口腔内は乾燥し、歯牙の欠損を複数認める。心音に異常はなく、右下肺野でcoarse cracklesを聴取する。血液所見：赤血球400万、Hb13.5g/dL、Ht40％、白血球11,000（好中球70％、好酸球2％、好塩基球1％、単球5％、リンパ球22％）、血小板20万。CRP10mg/dL。胸部X線写真で右下肺野に浸潤影を認める。これを肺炎と診断し、入院のうえ多職種で連携して治療を進めることになった。現時点で主なかかわりが不要な職種はどれか。 
 
 ａ 管理栄養士
 ｂ 言語聴覚士
 ｃ 歯科衛生士
 ｄ 薬剤師
 ｅ 臨床工学技士"
94,86 歳の男性。慢性心不全と高血圧症で通院中。2 週間前に自宅の階段から転倒し、大腿骨転子部骨折を受傷して入院となった。既往歴に軽度認知症があり、改訂長谷川式簡易知能評価スケールで 10 点（30 点満点）。要介護 2 である。手術後のリハビリテーションを 1 か月行い、歩行は介助があれば可能な程度まで回復した。今後の退院後の生活について妻と面談を行うことになった。 妻への説明として適切なのはどれか。 a 「今後の治療方針は主治医が決定するので、妻の意見は聞きません」 b 「本人の認知症が軽度でも、本人への説明は省略できます」 c 「リハビリは退院後には行わないので、通所サービスは不要です」 d 「本人が理解できるよう、本人を交えて話し合うことが重要です」 e 「地域包括支援センターとの連携は必要ありません」
95,"9 歳の男児。サッカーの練習中に転倒し、右肘を強打した。近医でエックス線写真を撮影したところ、右上腕骨顆上骨折と診断され、徒手整復後にギプス固定がなされた。夜になってから右前腕に激しい痛みが出現し、さらに右手指の自動伸展が困難になったため再度受診した。患部を確認すると、ギプスの周辺で前腕が著しく腫脹し、橈骨動脈の拍動を触知しにくい。熱感もあり、他動伸展を行うと強い疼痛を訴える。この症例への対応として適切なのはどれか。
 ａ 筋膜切開
 ｂ 牽引療法
 ｃ ギプスによる再固定
 ｄ 電気刺激療法
 ｅ 骨折部の観血的整復固定"
96,"Horner症候群で起こりにくいのはどれか。
 ａ 眼瞼下垂
 ｂ 縮瞳
 ｃ 顔面紅潮
 ｄ 対光反射障害
 ｅ 発汗低下"
97,"IgEの上昇がみられやすい疾患はどれか。 
 
 - a 関節リウマチ
 - b アトピー性皮膚炎
 - c 強皮症
 - d 重症筋無力症
 - e 全身性エリテマトーデス"
98,"Which of the following clinical conditions occurs in patients acutely after a major acute myocardial infarction? 
 ａ polycythemia 
 ｂ cardiogenic shock 
 ｃ hypoalbuminemia 
 ｄ uremia 
 ｅ peripheral neuropathy"
99,ある内科病棟で、高血圧を患う入院患者に降圧薬を投与する指示が新しい研修医から出された。この患者には過去に同種類の降圧薬服用で血圧の急激な低下を生じた既往歴があった。しかし、その情報は電子カルテ上の警告表示にのみ記録されており、研修医は見落としていた。看護師が疑問を抱き、研修医に確認したが、「今の処方で問題ない」と指導医にも伝えていたため、そのまま薬を投与。しばらくして患者の血圧が著しく低下し、救急対応を余儀なくされた。幸い、処置により回復したものの、病棟全体でこの事例の対応について検討することになった。 この事例の適切な対応はどれか。 ａ 医療安全管理部門にインシデントレポートを提出する。 ｂ 医療事故調査委員会に調査を依頼する。 ｃ 当該の降圧薬の製薬会社に報告する。 ｄ どこにも報告する必要はない。 ｅ 保健所に届け出る。
100,"グルカゴンの作用で誤っているのはどれか。
 ａ 肝臓での糖新生促進
 ｂ 肝臓でのグリコーゲン合成抑制
 ｃ 脂肪組織での脂肪分解促進
 ｄ 骨格筋でのグルコース取り込み促進
 ｅ 血糖値の上昇"
101,"ショックと主な特徴の組み合わせで誤っているのはどれか。 
 a) 低容量性ショック：頻脈 
 b) 心原性ショック：肺うっ血 
 c) 敗血症性ショック：発熱 
 d) 神経原性ショック：皮膚蒼白 
 e) アナフィラキシーショック：血管浮腫"
102,"介護保険で現物給付されるサービスはどれか。
 ａ 居宅介護サービス（訪問介護）
 ｂ 要介護認定
 ｃ 高額医療費支給制度
 ｄ 特例給付金
 ｅ 住宅改修費"
103,"介護保険制度の居宅サービスに含まれないのはどれか。 
 ａ 通所介護（デイサービス） 
 ｂ 訪問入浴介護 
 ｃ 短期入所生活介護（ショートステイ） 
 ｄ バス乗車料金の助成 
 ｅ 居宅介護支援"
104,"解釈モデルを把握するための質問として不適切なのはどれか。 
 ａ 「今の病状について、どのように理解されていますか」 
 ｂ 「この病気の原因については、どんなことを考えていますか」 
 ｃ 「どのような治療やサポートが必要だと思いますか」 
 ｄ 「周囲の人はあなたの病気をどのように受け止めていると思いますか」 
 ｅ 「治療費がかかるので、家族に全部負担してもらうべきではないですか」"
105,"看護記録の作成で正しいのはどれか。 
 ａ 患者のプライバシーを考慮し、必要最低限の情報だけを記録する。
 ｂ 誰が記録したかわからないように個人を特定しない形で記録する。
 ｃ 略語や専門用語は統一された基準がなくても自由に使用してよい。
 ｄ 患者に行ったケアの内容と結果を時系列で正確に記録する。
 ｅ 長時間経過後にまとめて記録するほうが誤記録を防ぎやすい。"
106,"緩和ケアにおいて誤っているのはどれか。
 ａ 痛みを適切にコントロールする。
 ｂ 患者の身体的苦痛だけでなく心理的苦痛にも配慮する。
 ｃ 患者の人生の質(QOL)を向上させる。
 ｄ 患者の苦痛軽減を主目的とする。
 ｅ 終末期においても積極的な延命治療のみを最優先とする。"
107,"肝性脳症の誘因とならないのはどれか。
 
 - a 上部消化管出血
 - b 低タンパク食
 - c 便秘
 - d 感染症
 - e 利尿薬の過剰使用"
108,"基準値に性差があるのはどれか。
 
 - a 血清フェリチン値
 - b 血清ナトリウム値
 - c 血小板数
 - d 血清ビリルビン値
 - e 血清アミラーゼ値"
109,"急性ヒ素中毒で特徴的にみられる所見はどれか。 
 
 - a Mee線
 - b Kayser-Fleischer輪
 - c Gottron徴候
 - d Osler結節
 - e Bouchard結節"
110,"血液培養を 3 セット実施したところ，次の菌種のうち 1 セットのみが陽性であった場合，汚染菌として扱われる可能性が最も高いのはどれか。 
 
 a．Staphylococcus aureus 
 b．Escherichia coli 
 c．Pseudomonas aeruginosa 
 d．Candida albicans 
 e．Staphylococcus epidermidis"
111,"健やか親子21（第3次）で主要な目標・指標として位置付けられていないのはどれか。
 
 ａ 親の育児休業取得率
 ｂ 妊婦のアルコール摂取率
 ｃ 子どもの低身体活動割合
 ｄ 子どもの 1 日の読書時間
 ｅ 喫煙率の低下"
112,"健康診断の画像検査などで偶然発見されることが多い疾患はどれか。
 ａ 胸部大動脈瘤
 ｂ 心房細動
 ｃ 大動脈解離
 ｄ 弁膜症
 ｅ 冠攣縮性狭心症"
113,"高齢患者に手術リスクを説明する際に適切なのはどれか。
 ａ 家族には説明を行わず、患者本人にのみ十分に時間をかける。
 ｂ 患者の認識レベルに合わせて説明し、理解を確認する。
 ｃ 可能性のある合併症は、リスクが低いと判断した場合は伝えなくてもよい。
 ｄ 患者が手術への恐怖を訴えても、医師の判断を優先して不安を取り合わない。
 ｅ 術後のケア体制について質問がある場合でも、回答は専門スタッフに一任し医師は関与しない。"
114,"高齢者で低下するのはどれか。
 ａ 脈 圧
 ｂ 最大吸気量
 ｃ 収縮期血圧
 ｄ PSA分泌量
 ｅ 血 糖 値"
115,"高齢者のポリファーマシーの原因として誤っているのはどれか。 
 ａ 同一成分を含むジェネリック医薬品の重複投与 
 ｂ 相互作用を十分に考慮しない処方 
 ｃ 患者が薬剤に対して過度な期待を抱く 
 ｄ 定期的かつ詳細な服薬指導の実施 
 ｅ かかりつけ医が存在しない"
116,"左 Babinski 徴候が陽性になるのはどれか。
 
 - a 左大脳半球病変
 - b 右中脳病変
 - c 左小脳病変
 - d 右頸髄病変
 - e 末梢神経障害"
117,"座位の患者に経口用体温計で体温を測定する際の手順で誤っているのはどれか。
 ａ 体温計を使用前に消毒する。
 ｂ 測定中、患者には鼻呼吸を促す。
 ｃ 体温計を舌下に挿入する際は、舌を少し持ち上げてもらう。
 ｄ 体温計は唇で軽く挟むのではなく、手で押さえて固定する。
 ｅ 測定後は体温計を取り出し、再度適切に消毒する。"
118,最近10年間の我が国の患者調査において、65歳以上の入院患者数が最も多いのはどれか。\n\nａ 脳血管疾患 \nｂ 骨粗鬆症 \nｃ 認知症 \nｄ 関節症 \nｅ 心不全
119,"思考障害でないのはどれか。
 ａ 思考途絶
 ｂ 観念奔逸
 ｃ 一次妄想
 ｄ 言葉のサラダ
 ｅ 作話"
120,"持続可能な開発のための 2030 アジェンダ（SDGs）において、17 の目標に含まれないものはどれか。
 ａ 貧困をなくそう
 ｂ すべての人に健康と福祉を
 ｃ 質の高い教育をみんなに
 ｄ スポーツの世界的普及
 ｅ パートナーシップで目標を達成しよう"
121,"次のうち、プロラクチン分泌を増加させる可能性がある薬剤はどれか。
 
 - a ハロペリドール
 - b アセトアミノフェン
 - c オメプラゾール
 - d ロサルタン
 - e シクロスポリン"
122,"次のうち、急性膵炎の身体診察所見として典型的でないのはどれか。 
 ａ グレイ・ターナー徴候 
 ｂ カレン徴候 
 ｃ ガードリング 
 ｄ ボアス徴候 
 ｅ マーフィー徴候"
123,"次の文を読み、45 の問いに答えよ。
 62 歳の女性。右手の震えと、字を書くときに手がうまく動かないことを主訴に来院した。半年前から箸を持つときにわずかに手が震えることに気づいたが、そのときはあまり気にしていなかった。1 か月前から字を書こうとすると、手先が思うように動かず、狙ったところにペンを運ぶことが難しくなってきた。身体がこわばるような感じはなく、痛みやしびれもない。歩行時のふらつきや酔っ払ったように見える、といった周囲の指摘はない。朝起きた直後よりも少し動き回っている時の方が手の震えが目立つと感じる。
 既往歴：特記すべき既往なし。
 生活歴：喫煙歴なし。飲酒は機会飲酒程度。
 家族歴：特記すべきことはない。
 現 症：意識は清明。立ち上がりや歩行に問題はみられない。両上肢、特に右上肢で小刻みの震えを認める。痛覚や触覚などの感覚鈍麻はなく、腱反射にも異常はみられない。
 
 45 この患者にみられるのはどれか。
 ａ 痙縮
 ｂ 失行
 ｃ 運動失調
 ｄ 運動麻痺
 ｅ 不随意運動"
124,"自我障害の訴えでないのはどれか。 
 
 - ａ 「自分の考えが他人に操られています」
 - ｂ 「自分の考えが抜き取られてしまいます」
 - ｃ 「自分の考えでない考えが勝手に浮かんできます」
 - ｄ 「自分の考えが電波に乗って世界中に伝わっています」
 - ｅ 「自分の考えなど取るに足らない価値のないものです」"
125,"社会不安障害〈社交不安症〉の症状はどれか。
 ａ 自分の行為に対する批判への強い恐れ
 ｂ 他者の言動を被害的に解釈する妄想
 ｃ 他人の干渉を一切拒否する孤立行動
 ｄ 自分の会話が他人に聞こえないと思う幻聴
 ｅ 見知らぬ場所で動けなくなる強い恐怖"
126,"終末期がん患者へのスピリチュアルケアで正しいのはどれか。
 
 - a 同じ宗教を持たない場合は患者を受け入れない。
 - b 患者の宗教的行為を強要する。
 - c 問題解決よりも積極的な治療計画の優先を提案する。
 - d 患者の過去の人生体験を軽視する。
 - e 患者の価値観や希望を尊重する。"
127,"術前診察時の患者情報と周術期のリスクとの組合せで誤っているのはどれか。
 
 ａ 糖尿病 → 創傷治癒の遅延
 ｂ 喫煙歴 → 肺合併症
 ｃ 開口障害 → 気道確保困難
 ｄ 長期ステロイド服用 → 免疫力低下
 ｅ バナナアレルギー → チタンアレルギー"
128,"職員600人の工場で塗装工程に従事する職員の間で慢性呼吸不全の発症が報告された。8年前の工場開設以来、職員は同じ職場で継続勤務しており、産業医は全職員を対象に呼吸機能検査を含む健康診断を実施した。その際、人事記録を用いて、（A）塗装工程に配置されていた職員80人と（B）塗装工程に配置されたことがない職員520人の2グループを特定し、過去の健康診断結果や医療機関受診状況を確認した。その結果、（A）グループでは5人が慢性呼吸不全と診断され、（B）グループでは1人のみが慢性呼吸不全と診断されていたことがわかった。
 
 実施された調査の研究デザインとして最も適切なのはどれか。 
 
 ・ａ 症例対照研究 
 ・ｂ 後ろ向きコホート研究 
 ・ｃ ケースシリーズ研究 
 ・ｄ ランダム化比較試験 
 ・ｅ メタ分析"
129,"職業性難聴と最も関係がある作業場はどれか。
 
 - a 病院の受付
 - b 金属プレス工場
 - c 事務所の総務部
 - d 美容院
 - e コンビニエンスストア"
130,"腎機能で正しいのはどれか。 
 ａ 1日の尿量は平常で300〜400mL程度である。 
 ｂ 加齢により尿の希釈能は低下する。 
 ｃ 糸球体濾過量は心拍出量の変化に影響されない。 
 ｄ 血清クレアチニン値は腎機能に左右されない。 
 ｅ レニン-アンジオテンシン-アルドステロン系が活性化するとナトリウム排泄が増加する。"
131,"成人の虚血性大腸炎で誤っているのはどれか。 
 ａ 血便を伴う腹痛が主症状である。
 ｂ 下部消化管内視鏡検査が診断に有用である。
 ｃ 若年者よりも高齢者で発生頻度が高い。
 ｄ がん化する可能性が非常に高い。
 ｅ 血流障害が原因となる。"
132,"成人男性の勃起不全（ED）を引き起こす主な原因として最も頻度が高いものはどれか。
 ａ 心因性要因
 ｂ 糖尿病
 ｃ 前立腺肥大症
 ｄ 神経因性膀胱
 ｅ テストステロン分泌不全"
133,"正常の腹部診察で触知が困難な器官はどれか。 
 ａ 肝臓 
 ｂ 横行結腸 
 ｃ 右腎臓 
 ｄ 膵臓 
 ｅ 下行結腸"
134,"生活習慣病に関して誤っているのはどれか。
 ａ 食習慣は発症リスクに影響する。
 ｂ 適度な運動は予防効果がある。
 ｃ 二次予防は重症化の防止を目的とする。
 ｄ 早期発見は予防活動に含まれない。
 ｅ 病状の長期管理が重要である。"
135,"生後 2 時間の女児。在胎 29 週、体重 820 g で出生した。生後 30 分から呼吸障害のため人工呼吸器管理を開始している。人工呼吸器のモニター画面に示された気道内圧（太線）モデル図を観察すると、点線で①～⑤の指標が示されていた。肺胞の虚脱を防ぐために有効と考えられる指標はどれか。 
 
 - a ① 吸気圧
 - b ② 呼気時間
 - c ③ 吸気時間
 - d ④ 呼気終末陽圧（PEEP）
 - e ⑤ 吸気圧と呼気終末陽圧（PEEP）の差"
136,"生後11か月の男児。1週間前から哺乳後に繰り返し嘔吐がみられたため、母親に連れられて来院した。妊娠38週、出生体重3,050gで出生。体重7,100g。体温37.2℃、心拍数100/分、血圧88/50 mmHg、呼吸数22/分。腹部診察では上腹部に軽度の膨満を認めた。透視下で胃管を挿入したが、胃内に到達するまでに挿入が困難となった。上部消化管造影検査では胃体部が特徴的な角度をもって捻じれている所見が得られた。 この患児の診断はどれか。\n\na 胃軸捻転\nb 食道憩室\nc 食道アカラシア\nd 食道裂孔ヘルニア\ne 先天性横隔膜ヘルニア"
137,"生後2時間の女児。身長51 cm、体重2,400 g、頭囲33 cmで出生した。 この児の在胎期間の推定に用いる身体所見で適切でないのはどれか。 
 ａ 乳房
 ｂ 耳介の硬さ
 ｃ うぶ毛
 ｄ 臍帯の長さ
 ｅ 足底のしわ"
138,"生後5か月の男児。3回目のロタウイルスワクチン接種のため父親に連れられて来院した。①在胎36週0日、②出生時体重2,500g、③新生児期に胆道閉鎖症が疑われたが最終的には除外された、④生後3か月時に腸重積を起こしたことがある、⑤来院時の体温は37.2℃であった。 下線部のうち、ロタウイルスワクチンの接種が不適当と判断される理由はどれか。 
 ａ ①
 ｂ ②
 ｃ ③
 ｄ ④
 ｅ ⑤"
139,"切迫性尿失禁の原因はどれか。 
 ａ 多量飲酒 
 ｂ 脊髄損傷 
 ｃ 骨盤底筋の弛緩 
 ｄ 前立腺全摘除術 
 ｅ 骨盤内臓器脱"
140,"摂取カロリーが約 80 kcal なのはどれか。
 
 - a みそ汁 1 杯（約 200 g）
 - b りんご（中）1 個（約 150 g）
 - c ミルクチョコレート 1 枚（約 50 g）
 - d 牛乳 コップ 1 杯（約 200 mL）
 - e スパゲッティ（乾麺）1 人前（約 100 g）"
141,"先日、在宅での緩和ケアを受けていた肝臓癌の終末期患者が、今朝自宅で意識消失の状態で発見され、主治医が死亡診断を行った。主治医は死因を肝臓癌の進行と判断している。家族が詳細な死因を知りたいとの希望を示したため、解剖を検討することとなった。適切な対応として最も考えられるのはどれか。 
 
 - a 行政解剖を行う。
 - b 系統解剖を行う。
 - c 司法解剖を行う。
 - d 病理解剖を行う。
 - e 解剖を実施しない。"
142,"染色体21番のトリソミーが原因となる疾患はどれか。
 
 - a Turner 症候群
 - b Down 症候群
 - c Roberts 症候群
 - d Williams 症候群
 - e Angelman 症候群"
143,"頭位変換眼振検査（Dix-Hallpike テスト）で主に機能評価できるのはどれか。
 
 - a 外側半規管
 - b 後半規管
 - c 前庭神経核
 - d 球形囊
 - e 蝸牛神経"
144,"特発性肺線維症について誤っているのはどれか。 
 a) 呼吸困難が進行性に増悪する 
 b) ヘモプタシス（喀血）が頻回にみられる 
 c) バイオマーカーとしてKL-6が上昇することがある 
 d) ばち指がみられることがある 
 e) 単純X線検査で網状陰影を認めることが多い"
145,"日本において、総人口に占める65歳以上の人口の割合が初めて25%を超えた時期はどれか。
 ａ 1980年代
 ｂ 1990年代
 ｃ 2000年代
 ｄ 2010年代
 ｅ 2020年代"
146,"日齢 20 の男児。1 か月健康診査のため母親に連れられて来院した。在胎 38 週、出生体重 2,900 g。出生直後に血液型不適合を疑ったため溶血マーカーを観察したが、重症化はなかった。完全母乳栄養である。現在はおむつの濡れも良好で、哺乳量も十分と母親は話している。来院時体重 3,410 g。体温 36.6 ℃。脈拍 130/分、整。血圧 78/40 mmHg。呼吸数 30/分。SpO2 98 %（room air）。皮膚に軽度の黄染を認めるが、活動は活発である。心音、呼吸音、腹部所見に異常を認めない。肝脾腫も触知しない。 
 
 # 血液所見
 
 |赤血球|400 万|
 |---|---|
 |Hb|13.2 g/dL|
 |白血球|10,000|
 |血小板|25 万|
 |PT-INR|1.0（基準 0.9～1.1）|
 |APTT|31 秒（基準 32.2 秒）|
 
 # 血液生化学所見
 
 |総蛋白|5.9 g/dL|
 |---|---|
 |アルブミン|3.7 g/dL|
 |総ビリルビン|7.8 mg/dL|
 |直接ビリルビン|0.2 mg/dL|
 |AST|30 U/L|
 |ALT|28 U/L|
 |尿素窒素|5.0 mg/dL|
 |クレアチニン|0.3 mg/dL|
 
 # 適切な対応はどれか。
 
 - a 経過観察
 - b 交換輸血
 - c 光線療法
 - d 病棟に入院して精査
 - e 母乳を中止して人工栄養に変更"
147,"任意入院中の患者への説明で適切なのはどれか。
 
 - a 「退院したい希望があれば、いつでも申し出ることができる」
 - b 「家族の同意があれば本人の意志にかかわらず入院を継続できる」
 - c 「本人の同意なしに身体拘束を行うことが常に認められる」
 - d 「病棟外での行動もすべて制限される」
 - e 「主治医の同意があれば即日退院が義務付けられている」"
148,"妊娠が満期とみなされるのは妊娠何週以降か。
 
 |a|34|
 |---|---|
 |b|37|
 |c|40|
 |d|42|
 |e|44|"
149,"発見以来、世界的にパンデミックを引き起こし、血液や体液を介して感染が広がる。感染後は免疫系が徐々に破壊され、日和見感染症が増加し、未治療の場合は深刻な免疫不全に至る。効果的な抗ウイルス薬は存在するが、完全な根治は難しい。このウイルスはどれか。
 ａ HIV（ヒト免疫不全ウイルス）
 ｂ B型肝炎ウイルス
 ｃ H5N1型インフルエンザウイルス
 ｄ 重症急性呼吸器症候群コロナウイルス（SARS-CoV）
 ｅ 単純ヘルペスウイルス"
150,"標準予防策が適用されている患者に対し、医療従事者がディスポーザブル手袋を着用せずに取り扱えるのはどれか。 
 
 ａ 患者が使用中の補聴器 
 ｂ 分泌液で湿っているガーゼ 
 ｃ 血液が付着した注射器 
 ｄ 便が付着したオムツ 
 ｅ 喀痰を吸引したチューブ"
151,"分娩経過が正常な初産婦の一般的な分娩第2期の所要時間はどれか。
 ａ 60分以下
 ｂ 61～120分
 ｃ 121～180分
 ｄ 181～240分
 ｅ 241分以上"
152,"母子保健法で規定されていないのはどれか。
 
 - a 母子健康手帳の交付
 - b 妊婦健康診査
 - c 新生児訪問指導
 - d 産後ケア事業
 - e 育児休業給付金"
153,"法律とその内容の組合せで誤っているのはどれか。
 
 |a|介護保険法|介護サービスの提供者の指定について規定|
 |---|---|---|
 |b|健康増進法|受動喫煙防止対策について規定|
 |c|高齢者医療確保法|後期高齢者医療制度の運営について規定|
 |d|がん対策基本法|在宅がん医療支援の責任主体を都道府県に全面的に負わせると規定|
 |e|労働安全衛生法|事業者が労働者に対して安全衛生教育を実施する義務について規定|
 
 法とその内容の組合せで誤っているのはどれか。"
154,"末梢静脈留置針の抜去後の処置について誤っているのはどれか。
 ａ 抜去の際は患者の状態を確認しながら行う。
 ｂ 抜去直後は使用済みの針をリキャップして廃棄する。
 ｃ 綿球などを用いてカテーテル抜去部位を数分間圧迫する。
 ｄ 抜去前後には手袋を着用し、感染予防に努める。
 ｅ 針刺し事故防止のため、使用済みの針は専用容器に廃棄する。"
155,"無症候性脳梗塞をきたしやすいのはどれか。 
 ａ 大動脈瘤 
 ｂ 高血圧 
 ｃ 片頭痛 
 ｄ 帯状疱疹 
 ｅ 緑内障"
156,"淋菌感染症で誤っているのはどれか。 
 ａ 潜伏期間は通常数日から１週間程度である。 
 ｂ 男性の感染は無症候で経過することが多い。 
 ｃ 女性は子宮頸管炎として発症することがある。 
 ｄ 診断には排出物の Gram 染色が有用である。 
 ｅ クラミジアとの混合感染を合併することがある。"
